movie_id,title,content,poster_path
10985,The New Guy,"nerdy high school senior dizzy harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. but can he keep up the ruse? comedy family prison dual_identity identity loser high_school los_angeles duringcreditsstinger dj_qualls eliza_dushku zooey_deschanel ed_decter",
9644,National Lampoon's Loaded Weapon 1,"an la detective is murdered because she has microfilm with the recipe to make cocaine cookies. a ""lethal weapon"" style cop team tries to find and stop the fiends before they can dope the nation by distributing their wares via the ""wilderness girls"" cookie drive. comedy cocaine police spoof los_angeles emilio_estevez samuel_l._jackson jon_lovitz gene_quintano",
332567,The Shallows,"an injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas. horror drama thriller mexico beach surfer island survival young_woman shark great_white_shark trapped animal_attack animal_horror prey blake_lively óscar_jaenada angelo_josue_lozano_corzo jaume_collet-serra",
1954,The Butterfly Effect,"a young man struggles to access sublimated childhood memories. he finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. however, he soon finds that every change he makes has unexpected consequences. science_fiction thriller amnesia chaos_theory blackout time_travel flashback ashton_kutcher melora_walters amy_smart eric_bress",
15489,Snow Day,"when a school in upstate new york is snowed in, a group of students hi-jack a plow to keep the school closed.. comedy family  chevy_chase chris_elliott jean_smart chris_koch",
15250,This Christmas,"this year christmas with the whitfields promises to be one they will never forget. all the siblings have come home for the first time in years and they've brought plenty of baggage with them. as the christmas tree is trimmed and the lights are hung, secrets are revealed and family bonds are tested. as their lives converge, they join together and help each other discover the true meaning of family. comedy drama drama family family_holiday family_feud loretta_devine delroy_lindo idris_elba preston_a._whitmore_ii",
22345,Baby Geniuses,"scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin. science_fiction comedy family baby genius toddler baby_geniuses kathleen_turner christopher_lloyd kim_cattrall bob_clark",
9448,The Big Hit,"affable hit man melvin smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. so, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally melvin who takes the fall when their prime score turns sour. that's because the girl is the goddaughter of the gang's ruthless crime boss. but, even while dodging bullets, melvin has to keep his real job secret from his unsuspecting fiancée, pam. action adventure comedy thriller bungee-jump dark_comedy cigarette_smoking slow_motion video_store subtitled_scene kosher stealing_a_car movie_poster night_vision_goggles suitcase_full_of_money mark_wahlberg lou_diamond_phillips christina_applegate kirk_wong",
38223,Harriet the Spy,"when the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! can she win her friends back? comedy drama family spy secret nanny notebook binoculars woman_director michelle_trachtenberg rosie_o'donnell j._smith-cameron bronwen_hughes",
11186,Child's Play 2,"chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy. drama horror faithlessness puppet killer_toys toy_comes_to_life alex_vincent jenny_agutter gerrit_graham john_lafia",
136835,No Good Deed,"terri is a devoted wife and mother of two, living an ideal suburban life in atlanta when colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family. crime thriller sadistic hostage sociopath serial_killer blood escaped_convict murderer home_invasion killer deadly escaped_killer idris_elba taraji_p._henson leslie_bibb sam_miller",
5876,The Mist,"after a violent storm, a dense cloud of mist envelops a small maine town, trapping artist david drayton and his five-year-old son in a local grocery store with other people. they soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity. science_fiction horror thriller father_son_relationship monster supermarket fight artist fog bible spider survivor faith prayer blood_splatter gore giant_monster blood anger thunderstorm thomas_jane marcia_gay_harden laurie_holden frank_darabont",
264660,Ex Machina,"caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to nathan, the reclusive ceo of the company. but when caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl. drama science_fiction dancing artificial_intelligence distrust isolation technology manipulation friendship deception laboratory robot power_outage surveillance_camera consciousness existentialism lockdown philosophical robot_human_relationship turing_test cybernetics domhnall_gleeson alicia_vikander oscar_isaac alex_garland",
492,Being John Malkovich,"spike jonze’s debut feature film is a love story mix of comedy and fantasy. the story is about an unsuccessful puppeteer named craig, who one day at work finds a portal into the head of actor john malkovich. the portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body. fantasy drama comedy individual transvestism sexual_identity witch identity subconsciousness new_identity pet chimp puppeteer appropriation_of_another_human_being externally_controlled_action married_couple brain pet_shop door secret_love john_cusack cameron_diaz catherine_keener spike_jonze",
25462,Two Can Play That Game,"vivica a. fox sizzles as a woman scorned who plans to get her man back by any means necessary. in this comedy about players and those who ""get played."" as corporate overachiever and all-around fly chick shanté smith, fox thinks she's got the goods to keep her slickster boyfriend (morris chestnut) from straying - until he discovers a greener pasture, shanté's archrival (gabrielle union) comedy romance  vivica_a._fox morris_chestnut anthony_anderson mark_brown",
238603,Earth to Echo,"after a construction project begins digging in their neighborhood, best friends tuck, munch and alex inexplicably begin to receive strange, encoded messages on their cell phones. convinced something bigger is going on, they go to their parents and the authorities. when everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. but taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. the epic, suspenseful and exciting journey that follows will change all of their lives forever. family adventure science_fiction alien found_footage teo_halm astro resse_hartwig dave_green",
10691,Crazy/Beautiful,"at pacific palisades high, a poor latino falls hard for a troubled girl from the affluent neighborhood. drama romance lovesickness jealousy parents_kids_relationship love_of_one's_life cutting_the_cord forbidden_love kiss crush teenage_crush relationship unhappiness kirsten_dunst jay_hernandez bruce_davison john_stockwell",
1251,Letters from Iwo Jima,"the story of the battle of iwo jima between the united states and imperial japan during world war ii, as told from the perspective of the japanese who fought it. action adventure drama war world_war_ii cave dying_and_death pacific_theater japanese_army imperial_japan ken_watanabe kazunari_ninomiya tsuyoshi_ihara clint_eastwood",
5172,The Astronaut Farmer,"texan charles farmer left the air force as a young man to save the family ranch when his dad died. like most american ranchers, he owes his bank. unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. it's his dream. the fbi puts him under surveillance when he tries to buy rocket fuel, and the faa stalls him when he files a flight plan – but charles is undeterred. adventure comedy drama science_fiction nasa texas dream fbi bankrupt peasant earth farm insanity rocket life's_dream spinner space independent_film astronaut family billy_bob_thornton virginia_madsen max_thieriot michael_polish",
58680,Woo,"gorgeous and extraverted woo meets insecure and straight-laced law clerk tim at a blind date. comedy romance blind_date love manhattan,_new_york_city woman_director jada_pinkett_smith tommy_davidson duane_martin daisy_von_scherler_mayer",
264644,Room,jack is a young boy of 5 years old who has lived all his life in one room. he believes everything within it are the only real things in the world. but what will happen when his ma suddenly tells him that there are other things outside of room? drama thriller based_on_novel carpet isolation kidnapping imprisonment grandparents escape hospital dog captive mother_son_relationship shed skylight brie_larson jacob_tremblay joan_allen lenny_abrahamson,
14577,Dirty Work,"unemployed and recently dumped, mitch and his buddy sam start a revenge-for-hire business to raise the $50,000 that sam's father needs to get a heart transplant. the dirty duo brings down a movie theater manager and hires hookers to pose as dead bodies during a live tv ad. when a wealthy developer hires the guys to trash a building (so that he can have it condemned), problems arise and a feud ensues. comedy  norm_macdonald artie_lange jack_warden bob_saget",
11592,Serial Mom,"a picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. the mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. as other slights befall her beloved family, the body count begins to increase. comedy crime horror thriller housewife protection motherly_love evil_mother murder independent_film perfection kathleen_turner sam_waterston ricki_lake john_waters",
16406,Dick,"comedy about two high school girls who wander off during a class trip to the white house and meet president richard nixon. they become the official dog walkers for nixon's dog checkers, and become his secret advisors during the watergate scandal. comedy richard_nixon watergate the_white_house kirsten_dunst michelle_williams will_ferrell andrew_fleming",
19052,Light It Up,"on a winter day in a southside queens high school, events collide and six students are suddenly in an armed standoff with the nypd. at the school, classrooms freeze, teachers come and go, resources are scant. drama thriller  usher_raymond vanessa_williams forest_whitaker craig_bolotin",
3682,54,"shane, a jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at studio 54. when steve rubell, the mastermind behind the infamous disco, plucks shane from the sea of faces clamoring to get inside his club, shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet. music drama new_york sex nightclub money drug disco ryan_phillippe salma_hayek breckin_meyer mark_christopher",
9683,Bubble Boy,"jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door chloe. but when chloe decides to marry her high school boyfriend, jimmy -- bubble suit and all -- treks cross-country to stop her. swoosie kurtz, as jimmy's overprotective mom, co-stars along with fabio, who portrays the leader of a religious cult. adventure comedy drama romance lovesickness niagara_falls crush youth illness jake_gyllenhaal swoosie_kurtz marley_shelton blair_hayes",
2084,Birthday Girl,"a shy bank clerk orders a russian mail order bride, and finds his life turned upside down. comedy crime thriller female_nudity robbery mail_order_bride bank_clerk nicole_kidman ben_chaplin vincent_cassel jez_butterworth",
107811,21 & Over,"brilliant student jeff chang has the most important interview of his life tomorrow.  but today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan. comedy alcohol birthday debauchery miles_teller skylar_astin justin_chon jon_lucas",
2266,"Paris, je t'aime","olivier assayas, gus van sant, wes craven and alfonso cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of parisian life. the colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice. drama romance paris city_portrait jazz subway new_love immigration nanny tourist woman_director steve_buscemi natalie_portman willem_dafoe isabel_coixet",
13074,Resurrecting the Champ,"up-and-coming sports reporter rescues a homeless man (""champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. what begins as an opportunity to resurrect champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family. drama sport samuel_l._jackson josh_hartnett alan_alda rod_lurie",
144340,Admission,"strait-laced princeton university admissions officer portia nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling john pressman. pressman has surmised that jeremiah, his gifted yet very unconventional student, might well be the son that portia secretly gave up for adoption many years ago. soon, portia finds herself bending the rules for jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having. comedy drama romance princeton_university admissions tina_fey paul_rudd michael_sheen paul_weitz",
48217,The Widow of Saint-Pierre,"in 1850, on the isolated french island of saint-pierre, a murder shocks the natives. two fishermen are arrested. one of them, louis ollivier, dies in custody. the other, neel auguste, is sentenced to death by the guillotine. the island is so small that it has neither a guillotine nor an executioner. while those are sent for auguste is placed under the supervision of army captain. romance drama france island fisherman love revenge murder execution 19th_century daniel_auteuil emir_kusturica juliette_binoche patrice_leconte",
28211,Chloe,"a doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger. drama thriller mystery toronto lesbian remake_of_french_film suspicious_wife female_doctor playing_piano julianne_moore liam_neeson amanda_seyfried atom_egoyan",
47502,Faithful,"a depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in. comedy crime drama kitchen female_protagonist bathtub wedding_anniversary flashback cher chazz_palminteri ryan_o'neal paul_mazursky",
9950,Find Me Guilty,"based on the true story of jack dinorscio, a mobster who defended himself in court for what would be the longest mafia trial in u.s. history. drama action comedy crime court_case staatsanwältin family_clan gangster vin_diesel alex_rocco frank_pietrangolare sidney_lumet",
84892,The Perks of Being a Wallflower,"a coming-of-age story based on the best-selling novel by stephen chbosky, which follows 15-year-old freshman charlie, an endearing and naive outsider who is taken under the wings of two seniors. a moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life. drama romance shyness secret narration kiss freshman coming_of_age teenage_boy high_school_student first_love aunt_nephew_relationship gay_lead_character santa_hat lgbt_teen aunt_nephew_incest based_on_young_adult_novel logan_lerman emma_watson ezra_miller stephen_chbosky",
24227,Excessive Force,"chicago policeman terry mccain is determined to put away mobster sal dimarco, who always gets acquitted on technicalities. while monitoring a drug sale, a shootout ensues, and one of terry's fellow officers gets away with $3 million of sal's money. suspecting terry took the cash, the mobster sends his men to kill terry's brother, dylan, and partner, frankie hawkins. furious, terry sets out to take his revenge by any means necessary. action police shoulder_holster police_shootout shootout_at_a_train_station thomas_ian_griffith lance_henriksen james_earl_jones jon_hess",
9672,Infamous,"while researching his book in cold blood, writer truman capote develops a close relationship with convicted murderers dick hickock and perry smith. drama killing death_penalty kansas author murder_hunt sigourney_weaver toby_jones gwyneth_paltrow douglas_mcgrath",
44853,The Claim,"a prospector sells his wife and daughter to another gold miner for the rights to a gold mine. twenty years later, the prospector is a wealthy man who owns much of the old west town named kingdom come. but changes are brewing and his past is coming back to haunt him. a surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter. drama romance western  peter_mullan milla_jovovich wes_bentley michael_winterbottom",
157544,The Vatican Tapes,"in a highly secured vault deep within the walls of vatican city, the catholic church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. this is the first tape - case 83-g - stolen from these archives and exposed to the public by an anonymous source. thriller horror exorcism anti-christ exorcist olivia_taylor_dudley michael_peña djimon_hounsou mark_neveldine",
59678,Attack the Block,a teen gang in a grim south london housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion. action comedy science_fiction street_gang fireworks chase meteor playground arrest cannabis moped car_set_on_fire car_crash alien social_satire crime race naive_children nick_frost jodie_whittaker john_boyega joe_cornish,
79777,In the Land of Blood and Honey,"during the bosnian war, danijel, a soldier fighting for the serbs, re-encounters ajla, a bosnian who's now a captive in his camp he oversees. their once promising connection has become ambiguous as their motives have changed. drama romance war muslim sister_sister_relationship sarajevo bosnian_war_of_1992-1995 violence united_nations woman_director zana_marjanović goran_kostić branko_đurić angelina_jolie",
158011,The Call,"jordan turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, jordan is rattled and unsure if she can continue. but when teenager casey welson is abducted in the back of a man's car and calls 911, jordan is the one called upon to use all of her experience, insights and quick thinking to help casey escape, and not just to save her, but to make sure the man is brought to justice. crime thriller underground gas_station kidnapping murder suspense serial_killer american_flag multiple_stabbings violence person_on_fire cell_phone psycho halle_berry abigail_breslin morris_chestnut brad_anderson",
407887,Operation Chromite,"a squad of soldiers fight in the korean war's crucial battle of incheon. history drama war action korea fictionalized_history operation_""trudy_jackson"" general_douglas_macarthur operation_x-ray incheon lee_jung-jae liam_neeson lee_beom-soo john_h._lee",
17043,The Crocodile Hunter: Collision Course,"aussie adventurer steve irwin aka the crocodile hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. what steve doesn't know is that the crocodile has innocently swallowed a top secret us satellite beacon, and the poachers are actually american special agents sent to retrieve it. crikey! in the outback and through the bush with his wife terri's ever-present commentary ringing out over the countryside (""that was a close one, steve!""), the crocodile hunter is out to save the gorgeous croc and relocate him. it won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem. family action adventure crocodile steve_irwin terri_irwin magda_szubanski john_stainton",
8952,I Love You Phillip Morris,"steve russell is a small-town cop. bored with his bland lifestyle, russell turns to fraud as a means of shaking things up. before long, russell's criminal antics have landed him behind bars, where he encounters the charismatic phillip morris. smitten, russell devotes his entire life to being with morris regardless of the consequences. comedy drama romance judge small_town con_man fraud jail white_collar_criminal jim_carrey ewan_mcgregor leslie_mann glenn_ficarra",
62204,Quest for Fire,"a colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, quest for fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production. adventure drama stone_age cavemen prehistoric_adventure prehistoric_times prehistoric_man everett_mcgill ron_perlman nicholas_kadi jean-jacques_annaud",
13435,Antwone Fisher,"a sailor prone to violent outbursts is sent to a naval psychiatrist for help. refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew. drama romance u.s._navy biography derek_luke malcolm_david_kelley cory_hodges denzel_washington",
17187,The Emperor's Club,"william hundert is a passionate and principled classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, sedgewick bell, walks into his classroom. what begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for hundert that will still haunt him a quarter of a century later. drama romance  kevin_kline emile_hirsch embeth_davidtz michael_hoffman",
319,True Romance,"clarence marries hooker alabama, steals cocaine from her pimp, and tries to sell it in hollywood, while the owners of the coke try to reclaim it. action thriller crime romance father_son_relationship film_producer mexican_standoff loss_of_father cocaine love mafia los_angeles drug illegal_prostitution gun_violence christian_slater patricia_arquette michael_rapaport tony_scott",
59457,Womb,"a woman's consuming love forces her to bear the clone of her dead beloved. from his infancy to manhood, she faces the unavoidable complexities of her controversial decision. romance science_fiction  eva_green matt_smith lesley_manville benedek_fliegauf",
9504,Glengarry Glen Ross,"glengarry glen ross, follows the lives of four unethical chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers. crime drama mystery robbery office shop estate_agent company contest cowardliness cult_film real_estate pressure neo-noir al_pacino jack_lemmon alec_baldwin james_foley",
37414,The Killer Inside Me,"deputy sheriff lou ford is a pillar of the community in his small west texas town, patient and apparently thoughtful. some people think he is a little slow and maybe boring, but that is the worst they say about him. but then nobody knows about what lou calls his ""sickness"": he is a brilliant, but disturbed sociopathic sadist. crime drama thriller sheriff crime_fighter casey_affleck kate_hudson jessica_alba michael_winterbottom",
6217,Cat People,"after years of separation, irina (nastassja kinski) and her minister brother, paul (malcolm mcdowell), reunite in new orleans in this erotic tale of the supernatural. when zoologists capture a wild panther, irina is drawn to the cat -- and the zoo curator (john heard) is drawn to her. soon, irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats. drama fantasy horror thriller shotgun attack lingerie held_captive incest dissection jungle_cat erotic_movie nastassja_kinski malcolm_mcdowell john_heard paul_schrader",
26688,Sorority Row,"when five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. this proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret. horror mystery thriller female_nudity graduation serial_killer blood slasher killer horror_movie_remade sorority_house axe rumer_willis briana_evigan jamie_chung stewart_hendler",
43867,The Prisoner of Zenda,"an englishman on a ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped. adventure drama romance kidnapping coronation villain kingdom heir_to_the_throne royalty mistaken_identity king identity_swap monarch lookalikes beautiful_princess ronald_colman madeleine_carroll raymond_massey john_cromwell",
6615,Lars and the Real Girl,"sometimes you find love where you'd least expect it. just ask lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named bianca. lars is completely content with his artificial girlfriend, but when he develops feelings for margo, an attractive co-worker, lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love. comedy romance drama garage lone_wolf dying_and_death loss delusion puppet doll ryan_gosling emily_mortimer paul_schneider craig_gillespie",
14574,The Boy in the Striped Pyjamas,"when his family moves from their home in berlin to a strange new house in poland, young bruno befriends shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. unaware of shmuel's fate as a jewish prisoner or the role his own nazi father plays in his imprisonment, bruno embarks on a dangerous journey inside the camp's walls. war drama nationalism concentration_camp world_war_ii gas_chamber nazis concentration_camp_prisoner asa_butterfield jack_scanlon vera_farmiga mark_herman",
16,Dancer in the Dark,"selma, a czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. when life gets too difficult, selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings. drama crime music individual dancing usa robbery factory_worker secret factory small_town dance blindness_and_impaired_vision death_penalty immigrant eye_operation eyesight fantasy naivety self-abandonment hereditary_disease loss_of_eyesight czech dying_and_death van friendship murder teacher debt execution crime police_officer björk catherine_deneuve david_morse lars_von_trier",
39780,Oscar and Lucinda,"after a childhood of abuse by his evangelistic father, misfit oscar hopkins becomes an anglican minister and develops a divine obsession with gambling. lucinda leplastrier is a rich australian heiress shopping in london for materials for her newly acquired glass factory back home. deciding to travel to australia as a missionary, oscar meets lucinda aboard ship, and a mutual obsession blossoms. they make a wager that will alter each of their destinies. drama romance minister australia inheritance wager woman_director 19th_century ralph_fiennes cate_blanchett ciarán_hinds gillian_armstrong",
21612,The Funeral,"the story concerns the funeral of one of three brothers in a family of gangsters that lived in new york in 1930s. details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending. crime drama suicide bedroom strike great_depression trade_union murder mafia corpse new_york_city violence stabbing madness 1930s christopher_walken chris_penn annabella_sciorra abel_ferrara",
36691,Solitary Man,a car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions. comedy drama romance infidelity bankrupt loneliness comedy family_drama michael_douglas danny_devito jesse_eisenberg brian_koppelman,
23631,Machete,"after being set-up and betrayed by the man who hired him to assassinate a texas senator, an ex-federale launches a brutal rampage of revenge against his former boss. action comedy thriller illegal_immigration immigration_law machete politician death_of_a_child hard_to_kill brutal_death danny_trejo michelle_rodriguez jessica_alba robert_rodriguez",
45324,Casino Jack,"based on a true story, a hot shot washington dc lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder. crime comedy drama biography duringcreditsstinger kevin_spacey kelly_preston hannah_endicott-douglas george_hickenlooper",
12144,The Land Before Time,"an orphaned brontosaurus named littlefoot sets off in search of the legendary great valley. a land of lush vegetation where the dinosaurs can thrive and live in peace. along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive. animation adventure family vulkan loss_of_mother tyrannosaurus_rex earthquake primitive_time dinosaur gabriel_damon candace_hutson judith_barsi don_bluth",
11658,Tae Guk Gi: The Brotherhood of War,"in 1950, in south korea, shoe-shiner jin-tae lee and his 18-year-old old student brother, jin-seok lee, form a poor but happy family with their mother, jin-tae's fiancé young-shin kim, and her young sisters. jin-tae and his mother are tough workers, who sacrifice themselves to send jin-seok to the university. when north korea invades the south, the family escapes to a relative's house in the country, but along their journey, jin-seok is forced to join the army to fight in the front, and jin-tae enlists too to protect his young brother. the commander promises jin-tae that if he gets a medal he would release his brother, and jin-tae becomes the braver soldier in the company. along the bloody war between brothers, the relationship of jin-seok with his older brother deteriorates leading to a dramatic and tragic end. action adventure drama history war archaeologist korean_war north_korea south_korea air_raid pyre jang_dong-gun won_bin lee_eun-ju kang_je-gyu",
56601,The Perfect Game,"based on a true story, a group of boys from monterrey, mexico who become the first non-u.s. team to win the little league world series. drama family baseball sport based_on_true_story family_relationships clifton_collins_jr cheech_marin moisés_arias william_dear",
9552,The Exorcist,"12-year-old regan macneil begins to adapt an explicit new personality as strange events befall the local area of georgetown. her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: father damien karras, a troubled priest who is struggling with his own faith. drama horror thriller exorcism holy_water religion_and_supernatural vomit christian possession profanity priest ouija_board satan paranormal_phenomena girl demon strong_language disturbed_child crisis_of_faith sfx linda_blair max_von_sydow ellen_burstyn william_friedkin",
578,Jaws,"an insatiable great white shark terrorizes the townspeople of amity island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast. horror thriller adventure fishing atlantic_ocean bathing shipwreck police_chief ferry_boat dying_and_death dolly_zoom shark great_white_shark animal_horror roy_scheider robert_shaw richard_dreyfuss steven_spielberg",
2105,American Pie,"at a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. but they still believe that they need to do so before college. to motivate themselves, they enter a pact to all ""score."" by their senior prom. comedy romance graduation innocence coming_of_age teenager high_school_student pie teen_comedy teenage_sexuality exchange_student sitting_on_a_toilet voyeurism virginity laxative prom_night jason_biggs chris_klein thomas_ian_nicholas chris_weitz",
126319,Ernest & Celestine,"celestine is a little mouse trying to avoid a dental career; ernest is a big bear craving an artistic outlet. when celestine meets ernest, they overcome their natural enmity by forging a life of crime together. animation comedy drama family mouse musician friendship prejudice bear anne-marie_loop lambert_wilson pauline_brunner stéphane_aubier",
10136,The Golden Child,"a detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. he battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses tibet to obtain a sacred dagger. action adventure comedy monk social_worker wretch tibet demon evil missing_person mysticism reluctant_hero eddie_murphy charles_dance charlotte_lewis michael_ritchie",
67660,Think Like a Man,"the balance of power in four couples’ relationships is upset when the women start using the advice in steve harvey’s book, act like a lady, think like a man, to get more of what they want from their men. when the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage. comedy romance advice love relationship ensemble_cast duringcreditsstinger turning_the_tables reading_a_book african_american_comedy michael_ealy jerry_ferrara meagan_good tim_story",
10611,Barbershop,"a day in the life of a barbershop on the south side of chicago. calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. after selling the shop to a local loan shark, calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out. comedy drama hairdresser shop neighbor debt meeting hoodlum ice_cube anthony_anderson cedric_the_entertainer tim_story",
154,Star Trek II: The Wrath of Khan,admiral james t. kirk is feeling old; the prospect of accompanying his old ship the enterprise on a two week cadet cruise is not making him feel any younger. but the training cruise becomes a a life or death struggle when khan escapes from years of exile and captures the power of creation itself. action adventure science_fiction thriller uss_enterprise genesis asteroid self_sacrifice midlife_crisis terraforming simulator cadet radiation uss_reliant ceti_alpha_v genetics space_opera william_shatner leonard_nimoy deforest_kelley nicholas_meyer,
3049,Ace Ventura: Pet Detective,"he's ace ventura: pet detective. jim carrey is on the case to find the miami dolphins' missing mascot and quarterback dan marino. he goes eyeball to eyeball with a man-eating shark, stakes out the miami dolphins and woos and wows the ladies. whether he's undercover, under fire or underwater, he always gets his man . . . or beast! comedy mystery dolphin mascot private_detective pets jim_carrey sean_young courteney_cox tom_shadyac",
860,WarGames,"high school student david lightman (matthew broderick) has a talent for hacking. but while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the defense department's war computer and initiates a confrontation of global proportions! together with his girlfriend (ally sheedy) and a wizardly computer genius (john wood), david must race against time to outwit his opponent...and prevent a nuclear armageddon. thriller science_fiction video_game artificial_intelligence fbi cold_war hacker prosecution norad government computer nuclear_threat matthew_broderick dabney_coleman ally_sheedy john_badham",
9281,Witness,"a sheltered amish child is the sole witness of a brutal murder in a restroom at a philadelphia train station, and he must be protected.  the assignment falls to a taciturn detective who goes undercover in a pennsylvania dutch community. on the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother. crime drama romance thriller corruption detective police_brutality amish suspense barn_raising lancaster,_pa harrison_ford kelly_mcgillis josef_sommer peter_weir",
75674,Act of Valor,"when a covert mission to rescue a kidnapped cia operative uncovers a chilling plot, an elite, highly trained u.s. seal team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack. action thriller war submarine navy scuba_diving heroism navy_seal pistol secret_plot military_life valor terrorist_plot navy_life national_security pregnant_wife silver_star counter_plot duringcreditsstinger roselyn_sánchez emilio_rivera nestor_serrano mike_mccoy",
